symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
ART,Công ty Cổ phần Chứng khoán BOS,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
MND,Công ty Cổ phần Môi trường Nam Định,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
HND,Công ty Cổ phần Nhiệt điện Hải Phòng,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
MNB,Tổng Công ty May Nhà Bè - Công ty Cổ phần,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
TAB,Công ty Cổ phần Freco Việt Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
TCH,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
CCR,Công ty Cổ phần Cảng Cam Ranh,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
NED,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NEM,Công ty Cổ phần Thiết bị Điện Miền Bắc,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
ALT,Công ty Cổ phần Văn hóa Tân Bình,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
NRC,Công ty Cổ phần Tập đoàn Danh Khôi,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NFC,Công ty Cổ phần Phân lân Ninh Bình,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
HRC,Công ty Cổ phần Cao su Hòa Bình,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
SGI,Công ty Cổ phần Đầu tư phát triển Sài Gòn 3 Group,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VCE,Công ty Cổ phần Xây lắp Môi trường,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NHH,Công ty Cổ phần Nhựa Hà Nội,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
ALV,Công ty Cổ phần Xây dựng ALVICO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CC4,Công ty Cổ phần Đầu tư và Xây dựng số 4,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
CTR,Tổng Công ty Cổ phần Công trình Viettel,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BVH,Tập đoàn Bảo Việt,Bảo hiểm nhân thọ,Bảo hiểm,Bảo hiểm nhân thọ,BH,8000,8500,8570,8575
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Hàng hóa giải trí,Hàng cá nhân & Gia dụng,Đồ chơi,CT,3000,3700,3740,3747
HAC,Công ty Cổ phần Chứng khoán Hải Phòng,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
HT1,Công ty Cổ phần Xi măng VICEM Hà Tiên,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
BDT,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
GTT,Công ty Cổ phần Thuận Thảo,Du lịch & Giải trí,Du lịch và Giải trí,Dịch vụ giải trí,CT,5000,5700,5750,5755
NLG,Công ty Cổ phần Đầu tư Nam Long,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
CAR,Công ty cổ phần Tập đoàn Giáo dục Trí Việt,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT,2000,2700,2790,2793
BVN,Công ty Cổ phần Bông Việt Nam,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT,3000,3700,3760,3767
HTN,Công ty Cổ phần Hưng Thịnh Incons,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HTC,Công ty Cổ phần Thương mại Hóc Môn,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
HU1,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HPM,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,Kim loại,Tài nguyên Cơ bản,Kim Loại màu,CT,1000,1700,1750,1755
HNI,Công ty Cổ phần May Hữu Nghị,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
DTC,Công ty Cổ phần Viglacera Đông Triều,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DXS,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT,0001,0500,0570,0573
DTE,Công ty Cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
HVA,Công ty Cổ phần Đầu tư HVA,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,CT,8000,8700,8770,8775
NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
NNC,Công ty Cổ phần Đá Núi Nhỏ,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DPH,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
NNT,Công ty Cổ phần Cấp nước Ninh Thuận,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
DZM,Công ty Cổ phần Cơ điện Dzĩ An,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
CC1,Tổng Công ty Xây dựng số 1 - CTCP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PHN,Công ty Cổ phần Pin Hà Nội,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
ICI,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HKT,Công ty Cổ phần Đầu tư QP Xanh,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
HSL,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
NQB,Công ty Cổ phần Cấp nước Quảng Bình,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
DIH,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NST,Công ty Cổ phần Ngân Sơn,Thuốc lá,Hàng cá nhân & Gia dụng,Thuốc lá,CT,3000,3700,3780,3785
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NTT,Công ty Cổ phần Dệt - May Nha Trang,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
TNH,Công ty Cổ phần Tập đoàn Bệnh viện TNH,Thiết bị và Dịch vụ Y tế,Y tế,Chăm sóc y tế,CT,4000,4500,4530,4533
AVF,Công ty Cổ phần Việt An,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
TTS,Công ty Cổ phần Cán thép Thái Trung,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
HCB,Công ty Cổ phần Dệt may 29/3,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
AVC,Công ty Cổ phần Thủy điện A Vương,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
CDH,Công ty Cổ phần Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
SSH,Công ty Cổ phần Phát triển Sunshine Homes,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
DPG,Công ty Cổ phần Tập đoàn Đạt Phương,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
SBG,Công ty Cổ Phần Tập Đoàn Cơ Khí Công Nghệ Cao Siba,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp phức hợp,CT,2000,2700,2720,2727
PHP,Công ty Cổ phần Cảng Hải Phòng,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
CDG,Công ty Cổ phần Cầu Đuống,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
CDO,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NXT,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
OCB,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
OCH,Công ty Cổ phần One Capital Hospitality,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HTL,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
CDP,Công ty Cổ phần Dược phẩm Trung ương Codupha,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
EVS,Công ty Cổ phần Chứng khoán Everest,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
ICF,Công ty Cổ phần Đầu tư - Thương mại - Thuỷ sản,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
ONE,Công ty Cổ phần Công nghệ ONE,Thiết bị và Phần cứng,Công nghệ Thông tin,Phần cứng,CT,9000,9500,9570,9572
COM,Công ty Cổ phần Vật tư Xăng dầu,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,CT,5000,5300,5370,5379
IN4,Công ty Cổ phần In số 4,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
AMC,Công ty Cổ phần Khoáng sản Á Châu,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
ONW,Công ty Cổ phần Dịch vụ Một Thế giới,Du lịch & Giải trí,Du lịch và Giải trí,Dịch vụ giải trí,CT,5000,5700,5750,5755
OPC,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
E29,Công ty cổ phần Đầu tư Xây dựng và Kỹ thuật 29,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
AMD,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
CEN,Công ty Cổ phần CENCON Việt Nam,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,CT,5000,5300,5370,5373
ORS,Công ty Cổ phần Chứng khoán Tiên Phong,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
BKC,Công ty Cổ phần Khoáng sản Bắc Kạn,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
PCT,Công ty Cổ phần Vận tải Biển Global Pacific,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
GPC,Công ty Cổ phần Tập đoàn Green+,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
HHG,Công ty Cổ phần Hoàng Hà,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
BKG,Công ty Cổ phần Đầu tư BKG Việt Nam,Hàng gia dụng,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,CT,3000,3700,3720,3726
PAP,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
AME,Công ty cổ phần Alphanam E&C,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
PAS,Công ty Cổ phần Quốc tế Phương Anh,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
STK,Công ty Cổ phần Sợi Thế Kỷ,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
ICN,Công ty Cổ phần Đầu tư Xây dựng Dầu khí IDICO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BLI,Tổng Công ty Cổ phần Bảo hiểm Bảo Long,Bảo hiểm phi nhân thọ,Bảo hiểm,Bảo hiểm phi nhân thọ,BH,8000,8500,8530,8536
MH3,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
HPP,Công ty Cổ phần Sơn Hải Phòng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
GLT,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,Hàng hóa giải trí,Hàng cá nhân & Gia dụng,Điện tử tiêu dùng,CT,3000,3700,3740,3743
PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
AMP,Công ty Cổ phần Armephaco,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
PCC,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HTM,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,CT,5000,5300,5370,5373
CEO,Công ty Cổ phần Tập đoàn C.E.O,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
DOC,Công ty Cổ phần Vật tư nông nghiệp Đồng Nai,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
PCM,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
PDB,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
